Precision,Recall,F1,Onset Precision,Onset Recall,Onset F1,Onset-Offset F1,TER,Filename
0.42105263157894735,0.42105263157894735,0.42105263157894735,0.5,0.5,0.5,0.2894736842105263,1.1578947368421053,f1_caro_straight
0.4,0.25,0.3076923076923077,0.3076923076923077,0.4,0.25,0.2051282051282051,1.125,f1_dona_straight
0.45454545454545453,0.37037037037037035,0.40816326530612246,0.6938775510204083,0.7727272727272727,0.6296296296296297,0.16326530612244897,1.0740740740740742,f1_row_straight
0.5238095238095238,0.5789473684210527,0.5500000000000002,0.575,0.5476190476190477,0.6052631578947368,0.2,0.9473684210526315,f2_caro_straight
0.4074074074074074,0.4583333333333333,0.4313725490196078,0.5490196078431373,0.5185185185185185,0.5833333333333334,0.23529411764705882,1.2083333333333333,f2_dona_straight
0.10810810810810811,0.14814814814814814,0.125,0.4375,0.3783783783783784,0.5185185185185185,0.0,2.074074074074074,f2_row_straight
0.7,0.5833333333333334,0.6363636363636365,0.6818181818181818,0.75,0.625,0.4090909090909091,0.6666666666666666,f3_dona_straight
0.27586206896551724,0.2962962962962963,0.2857142857142857,0.5357142857142857,0.5172413793103449,0.5555555555555556,0.10714285714285715,1.4814814814814814,f3_row_straight
0.5384615384615384,0.5526315789473685,0.5454545454545455,0.5454545454545455,0.5384615384615384,0.5526315789473685,0.33766233766233766,0.9210526315789473,f4_caro_straight
0.375,0.5,0.42857142857142855,0.5,0.4375,0.5833333333333334,0.14285714285714288,1.3333333333333333,f4_dona_straight
0.4074074074074074,0.4074074074074074,0.4074074074074074,0.5925925925925926,0.5925925925925926,0.5925925925925926,0.25925925925925924,1.1851851851851851,f4_row_straight
0.3870967741935484,0.3157894736842105,0.34782608695652173,0.43478260869565216,0.4838709677419355,0.39473684210526316,0.2608695652173913,1.1842105263157894,f5_caro_straight
0.4166666666666667,0.20833333333333334,0.2777777777777778,0.2777777777777778,0.4166666666666667,0.20833333333333334,0.05555555555555555,1.0833333333333333,f5_dona_straight
0.35,0.25925925925925924,0.29787234042553196,0.46808510638297873,0.55,0.4074074074074074,0.12765957446808512,1.2222222222222223,f5_row_straight
