Precision,Recall,F1,Onset Precision,Onset Recall,Onset F1,Onset-Offset F1,TER,Filename
0.23170731707317074,0.5,0.3166666666666667,0.35,0.25609756097560976,0.5526315789473685,0.13333333333333333,2.1578947368421053,f1_caro_straight
0.22807017543859648,0.5416666666666666,0.32098765432098764,0.345679012345679,0.24561403508771928,0.5833333333333334,0.1728395061728395,2.2916666666666665,f1_dona_straight
0.0,0.0,0.0,0.4411764705882353,0.36585365853658536,0.5555555555555556,0.0,2.5185185185185186,f1_row_straight
0.12056737588652482,0.4473684210526316,0.18994413407821228,0.223463687150838,0.14184397163120568,0.5263157894736842,0.0446927374301676,3.8157894736842106,f2_caro_straight
0.42857142857142855,0.625,0.5084745762711864,0.5423728813559322,0.45714285714285713,0.6666666666666666,0.3389830508474576,1.2083333333333333,f2_dona_straight
0.0,0.0,0.0,0.4482758620689655,0.41935483870967744,0.48148148148148145,0.0,2.1481481481481484,f2_row_straight
0.24242424242424243,0.6666666666666666,0.3555555555555555,0.37777777777777777,0.25757575757575757,0.7083333333333334,0.26666666666666666,2.4166666666666665,f3_dona_straight
0.037037037037037035,0.07407407407407407,0.04938271604938271,0.2962962962962963,0.2222222222222222,0.4444444444444444,0.024691358024691357,2.8518518518518516,f3_row_straight
0.2727272727272727,0.47368421052631576,0.34615384615384615,0.4230769230769231,0.3333333333333333,0.5789473684210527,0.09615384615384616,1.7894736842105263,f4_caro_straight
0.32653061224489793,0.6666666666666666,0.43835616438356156,0.43835616438356156,0.32653061224489793,0.6666666666666666,0.21917808219178078,1.7916666666666667,f4_dona_straight
0.0,0.0,0.0,0.5,0.45454545454545453,0.5555555555555556,0.0,2.2222222222222223,f4_row_straight
0.2923076923076923,0.5,0.36893203883495146,0.3883495145631068,0.3076923076923077,0.5263157894736842,0.17475728155339804,1.7105263157894737,f5_caro_straight
0.4722222222222222,0.7083333333333334,0.5666666666666667,0.6,0.5,0.75,0.5,1.0833333333333333,f5_dona_straight
0.07317073170731707,0.1111111111111111,0.08823529411764705,0.411764705882353,0.34146341463414637,0.5185185185185185,0.058823529411764705,2.2962962962962963,f5_row_straight
0.16129032258064516,0.5263157894736842,0.2469135802469136,0.28395061728395066,0.18548387096774194,0.6052631578947368,0.08641975308641975,3.210526315789474,f6_caro_straight
0.1791044776119403,0.5,0.26373626373626374,0.3516483516483516,0.23880597014925373,0.6666666666666666,0.13186813186813187,2.7916666666666665,f6_dona_straight
0.0,0.0,0.0,0.3582089552238806,0.3,0.4444444444444444,0.0,2.4814814814814814,f6_row_straight
0.13559322033898305,0.42105263157894735,0.20512820512820512,0.24358974358974356,0.16101694915254236,0.5,0.07692307692307693,3.263157894736842,f7_caro_straight
0.3064516129032258,0.7916666666666666,0.4418604651162791,0.4651162790697674,0.3225806451612903,0.8333333333333334,0.27906976744186046,2.0,f7_dona_straight
0.05405405405405406,0.07407407407407407,0.0625,0.4375,0.3783783783783784,0.5185185185185185,0.03125,2.2222222222222223,f7_row_straight
0.2982456140350877,0.4473684210526316,0.35789473684210527,0.3789473684210526,0.3157894736842105,0.47368421052631576,0.1894736842105263,1.605263157894737,f8_caro_straight
0.40540540540540543,0.625,0.4918032786885246,0.5245901639344263,0.43243243243243246,0.6666666666666666,0.39344262295081966,1.2916666666666667,f8_dona_straight
0.0,0.0,0.0,0.37142857142857144,0.3023255813953488,0.48148148148148145,0.0,2.5925925925925926,f8_row_straight
0.2903225806451613,0.47368421052631576,0.36,0.44000000000000006,0.3548387096774194,0.5789473684210527,0.24000000000000002,1.6842105263157894,f9_caro_straight
0.4523809523809524,0.7916666666666666,0.5757575757575758,0.6060606060606061,0.47619047619047616,0.8333333333333334,0.4242424242424242,1.1666666666666667,f9_dona_straight
0.0,0.0,0.0,0.3548387096774193,0.3142857142857143,0.4074074074074074,0.0,2.2962962962962963,f9_row_straight
0.006329113924050633,0.02631578947368421,0.01020408163265306,0.19387755102040818,0.12025316455696203,0.5,0.0,5.105263157894737,m10_caro_straight
0.0,0.0,0.0,0.2627737226277372,0.1592920353982301,0.75,0.0,5.708333333333333,m10_dona_straight
0.0,0.0,0.0,0.29059829059829057,0.18888888888888888,0.6296296296296297,0.0,4.333333333333333,m10_row_straight
0.0,0.0,0.0,0.22707423580786024,0.13612565445026178,0.6842105263157895,0.0,6.026315789473684,m11_caro_straight
0.0,0.0,0.0,0.2318840579710145,0.14035087719298245,0.6666666666666666,0.0,5.75,m11_dona_straight
0.0,0.0,0.0,0.3177570093457944,0.2125,0.6296296296296297,0.0,3.962962962962963,m11_row_straight
0.0,0.0,0.0,0.272108843537415,0.1834862385321101,0.5263157894736842,0.0,3.8684210526315788,m1_caro_straight
0.0,0.0,0.0,0.392156862745098,0.2564102564102564,0.8333333333333334,0.0,4.25,m1_dona_straight
0.0,0.0,0.0,0.27848101265822783,0.21153846153846154,0.4074074074074074,0.0,2.925925925925926,m1_row_straight
0.0,0.0,0.0,0.20192307692307696,0.12352941176470589,0.5526315789473685,0.0,5.473684210526316,m2_caro_straight
0.0,0.0,0.0,0.3551401869158878,0.2289156626506024,0.7916666666666666,0.0,4.458333333333333,m2_dona_straight
0.0,0.0,0.0,0.2933333333333333,0.22916666666666666,0.4074074074074074,0.0,2.7777777777777777,m2_row_straight
0.0,0.0,0.0,0.23157894736842105,0.14473684210526316,0.5789473684210527,0.0,5.0,m3_caro_straight
0.0,0.0,0.0,0.3902439024390244,0.27586206896551724,0.6666666666666666,0.0,3.4166666666666665,m3_dona_straight
