Precision,Recall,F1,Onset Precision,Onset Recall,Onset F1,Onset-Offset F1,Filename
0.2459016393442623,0.39473684210526316,0.30303030303030304,0.30303030303030304,0.2459016393442623,0.39473684210526316,0.1414141414141414,f1_caro_straight
0.25,0.5,0.3333333333333333,0.3333333333333333,0.25,0.5,0.2222222222222222,f1_dona_straight
0.2413793103448276,0.25925925925925924,0.25,0.25,0.2413793103448276,0.25925925925925924,0.14285714285714285,f1_row_straight
0.19626168224299065,0.5526315789473685,0.2896551724137931,0.2896551724137931,0.19626168224299065,0.5526315789473685,0.09655172413793102,f2_caro_straight
0.38095238095238093,0.6666666666666666,0.4848484848484849,0.5151515151515152,0.40476190476190477,0.7083333333333334,0.2121212121212121,f2_dona_straight
0.2727272727272727,0.3333333333333333,0.3,0.3,0.2727272727272727,0.3333333333333333,0.16666666666666666,f2_row_straight
0.29411764705882354,0.4166666666666667,0.3448275862068966,0.3448275862068966,0.29411764705882354,0.4166666666666667,0.31034482758620696,f3_dona_straight
0.34615384615384615,0.3333333333333333,0.33962264150943394,0.33962264150943394,0.34615384615384615,0.3333333333333333,0.2641509433962264,f3_row_straight
0.34545454545454546,0.5,0.40860215053763443,0.40860215053763443,0.34545454545454546,0.5,0.23655913978494625,f4_caro_straight
0.39473684210526316,0.625,0.48387096774193544,0.48387096774193544,0.39473684210526316,0.625,0.1935483870967742,f4_dona_straight
0.5652173913043478,0.48148148148148145,0.52,0.52,0.5652173913043478,0.48148148148148145,0.31999999999999995,f4_row_straight
0.32142857142857145,0.47368421052631576,0.3829787234042553,0.425531914893617,0.35714285714285715,0.5263157894736842,0.19148936170212766,f5_caro_straight
0.48484848484848486,0.6666666666666666,0.5614035087719298,0.5614035087719298,0.48484848484848486,0.6666666666666666,0.4912280701754386,f5_dona_straight
0.5483870967741935,0.6296296296296297,0.5862068965517241,0.5862068965517241,0.5483870967741935,0.6296296296296297,0.41379310344827586,f5_row_straight
0.37037037037037035,0.5263157894736842,0.43478260869565216,0.43478260869565216,0.37037037037037035,0.5263157894736842,0.2826086956521739,f6_caro_straight
0.4444444444444444,0.6666666666666666,0.5333333333333333,0.5333333333333333,0.4444444444444444,0.6666666666666666,0.3666666666666667,f6_dona_straight
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2962962962962963,f6_row_straight
0.2786885245901639,0.4473684210526316,0.3434343434343435,0.3434343434343435,0.2786885245901639,0.4473684210526316,0.26262626262626265,f7_caro_straight
0.6,0.75,0.6666666666666665,0.6666666666666665,0.6,0.75,0.5185185185185186,f7_dona_straight
0.32432432432432434,0.4444444444444444,0.375,0.375,0.32432432432432434,0.4444444444444444,0.15625,f7_row_straight
0.32727272727272727,0.47368421052631576,0.3870967741935483,0.3870967741935483,0.32727272727272727,0.47368421052631576,0.25806451612903225,f8_caro_straight
0.5806451612903226,0.75,0.6545454545454547,0.6545454545454547,0.5806451612903226,0.75,0.43636363636363634,f8_dona_straight
0.41025641025641024,0.5925925925925926,0.4848484848484849,0.4848484848484849,0.41025641025641024,0.5925925925925926,0.21212121212121213,f8_row_straight
0.4634146341463415,0.5,0.48101265822784817,0.48101265822784817,0.4634146341463415,0.5,0.37974683544303794,f9_caro_straight
0.34285714285714286,0.5,0.4067796610169492,0.4745762711864407,0.4,0.5833333333333334,0.3389830508474576,f9_dona_straight
0.35714285714285715,0.37037037037037035,0.36363636363636365,0.36363636363636365,0.35714285714285715,0.37037037037037035,0.21818181818181817,f9_row_straight
0.14444444444444443,0.34210526315789475,0.203125,0.21875,0.15555555555555556,0.3684210526315789,0.03125,m10_caro_straight
0.2826086956521739,0.5416666666666666,0.3714285714285714,0.3714285714285714,0.2826086956521739,0.5416666666666666,0.1714285714285714,m10_dona_straight
0.17142857142857143,0.2222222222222222,0.1935483870967742,0.1935483870967742,0.17142857142857143,0.2222222222222222,0.06451612903225806,m10_row_straight
0.09375,0.3157894736842105,0.14457831325301204,0.14457831325301204,0.09375,0.3157894736842105,0.012048192771084338,m11_caro_straight
0.13793103448275862,0.3333333333333333,0.1951219512195122,0.1951219512195122,0.13793103448275862,0.3333333333333333,0.12195121951219515,m11_dona_straight
0.2222222222222222,0.37037037037037035,0.27777777777777773,0.3055555555555555,0.24444444444444444,0.4074074074074074,0.1111111111111111,m11_row_straight
0.2564102564102564,0.5263157894736842,0.3448275862068965,0.3448275862068965,0.2564102564102564,0.5263157894736842,0.13793103448275865,m1_caro_straight
0.325,0.5416666666666666,0.40624999999999994,0.40624999999999994,0.325,0.5416666666666666,0.21875,m1_dona_straight
0.2647058823529412,0.3333333333333333,0.29508196721311475,0.3278688524590164,0.29411764705882354,0.37037037037037035,0.09836065573770492,m1_row_straight
0.16666666666666666,0.47368421052631576,0.2465753424657534,0.2602739726027397,0.17592592592592593,0.5,0.09589041095890412,m2_caro_straight
0.1016949152542373,0.25,0.14457831325301204,0.14457831325301204,0.1016949152542373,0.25,0.07228915662650602,m2_dona_straight
0.2222222222222222,0.37037037037037035,0.27777777777777773,0.27777777777777773,0.2222222222222222,0.37037037037037035,0.1111111111111111,m2_row_straight
0.1391304347826087,0.42105263157894735,0.20915032679738563,0.20915032679738563,0.1391304347826087,0.42105263157894735,0.039215686274509796,m3_caro_straight
0.32558139534883723,0.5833333333333334,0.41791044776119407,0.41791044776119407,0.32558139534883723,0.5833333333333334,0.2388059701492537,m3_dona_straight
0.36363636363636365,0.4444444444444444,0.39999999999999997,0.39999999999999997,0.36363636363636365,0.4444444444444444,0.19999999999999998,m3_row_straight
