Model,Instrument,Precision,Recall,F1,Onset Precision,Onset Recall,Onset F1,Onset-Offset F1,TER
MT3,Flute,0.0023078500731364537,0.00786448880822746,0.0035044264274637503,0.22726024641781972,0.1604000452337269,0.4559765073603549,0.0004766265466922104,4.3616446528197885
MT3,Tenor saxophone,0.10683351571024449,0.24860540831985398,0.1445005453760915,0.2626855683314123,0.18410861167702466,0.5419725436522749,0.07373907713638816,4.0725135830119035
MT3,Trumpet,0.0868929600157892,0.17362791557437654,0.11385007076376577,0.3408113222076251,0.25509031531717674,0.5780399274047187,0.06694498021567594,3.3843894938495667
MT3,Violin,0.0017100817924106603,0.004419573838811583,0.002431515350984126,0.27819243523782267,0.1906712401104341,0.5779433017409423,0.00045372050816696897,4.413167137191638
basic_pitch,Flute,0.0,0.0,0.0,0.20572229854721613,0.1631012201817053,0.29816579283457684,0.0,3.0204510317940443
basic_pitch,Tenor saxophone,0.1478786284804008,0.31351354153705774,0.19775256922386314,0.3369905240148094,0.24940891576513707,0.5499201609224006,0.08626169925170458,2.7219163452366137
basic_pitch,Trumpet,0.06905767166182036,0.15388687235329704,0.0947639436978334,0.2946788596577894,0.2195813442349433,0.47549909255898365,0.04946175523707019,3.002029138939302
basic_pitch,Violin,0.0,0.0,0.0,0.277829233939371,0.1888908179793962,0.5679068360556564,0.0,4.25612942797607
