Precision,Recall,F1,Onset Precision,Onset Recall,Onset F1,Onset-Offset F1,TER,Filename
0.0,0.0,0.0,0.15789473684210525,0.11842105263157894,0.23684210526315788,0.0,3.0,f1_caro_straight
0.0,0.0,0.0,0.2784810126582279,0.2,0.4583333333333333,0.0,3.2916666666666665,f1_dona_straight
0.0,0.0,0.0,0.17142857142857143,0.13953488372093023,0.2222222222222222,0.0,2.5925925925925926,f1_row_straight
0.0,0.0,0.0,0.11764705882352942,0.08641975308641975,0.18421052631578946,0.0,3.1315789473684212,f2_caro_straight
0.0,0.0,0.0,0.1917808219178082,0.14285714285714285,0.2916666666666667,0.0,3.0416666666666665,f2_dona_straight
0.0,0.0,0.0,0.16326530612244897,0.18181818181818182,0.14814814814814814,0.0,1.8148148148148149,f2_row_straight
0.0,0.0,0.0,0.25974025974025977,0.18867924528301888,0.4166666666666667,0.0,3.2083333333333335,f3_dona_straight
0.0,0.0,0.0,0.28571428571428575,0.25,0.3333333333333333,0.0,2.3333333333333335,f3_row_straight
0.0,0.0,0.0,0.1818181818181818,0.1276595744680851,0.3157894736842105,0.0,3.473684210526316,f4_caro_straight
0.0,0.0,0.0,0.26666666666666666,0.19607843137254902,0.4166666666666667,0.0,3.125,f4_dona_straight
0.0,0.0,0.0,0.28070175438596495,0.26666666666666666,0.2962962962962963,0.0,2.111111111111111,f4_row_straight
0.0,0.0,0.0,0.21875,0.15555555555555556,0.3684210526315789,0.0,3.3684210526315788,f5_caro_straight
0.0,0.0,0.0,0.37333333333333335,0.27450980392156865,0.5833333333333334,0.0,3.125,f5_dona_straight
0.0,0.0,0.0,0.28125,0.24324324324324326,0.3333333333333333,0.0,2.3703703703703702,f5_row_straight
0.0,0.0,0.0,0.14285714285714285,0.09803921568627451,0.2631578947368421,0.0,3.6842105263157894,f6_caro_straight
0.0,0.0,0.0,0.1282051282051282,0.09259259259259259,0.20833333333333334,0.0,3.25,f6_dona_straight
0.0,0.0,0.0,0.15384615384615383,0.16,0.14814814814814814,0.0,1.9259259259259258,f6_row_straight
0.0,0.0,0.0,0.11382113821138211,0.08235294117647059,0.18421052631578946,0.0,3.236842105263158,f7_caro_straight
0.0,0.0,0.0,0.2898550724637681,0.2222222222222222,0.4166666666666667,0.0,2.875,f7_dona_straight
0.0,0.0,0.0,0.3103448275862069,0.2903225806451613,0.3333333333333333,0.0,2.1481481481481484,f7_row_straight
0.0,0.0,0.0,0.19512195121951217,0.1411764705882353,0.3157894736842105,0.0,3.236842105263158,f8_caro_straight
0.0,0.0,0.0,0.28205128205128205,0.2037037037037037,0.4583333333333333,0.0,3.25,f8_dona_straight
0.0,0.0,0.0,0.25,0.2,0.3333333333333333,0.0,2.6666666666666665,f8_row_straight
0.0,0.0,0.0,0.3333333333333333,0.28846153846153844,0.39473684210526316,0.0,2.3684210526315788,f9_caro_straight
0.0,0.0,0.0,0.36363636363636365,0.2857142857142857,0.5,0.0,2.75,f9_dona_straight
0.0,0.0,0.0,0.27450980392156865,0.2916666666666667,0.25925925925925924,0.0,1.8888888888888888,f9_row_straight
0.0,0.0,0.0,0.19512195121951217,0.1411764705882353,0.3157894736842105,0.0,3.236842105263158,m10_caro_straight
0.0,0.0,0.0,0.17073170731707318,0.1206896551724138,0.2916666666666667,0.0,3.4166666666666665,m10_dona_straight
0.0,0.0,0.0,0.2962962962962963,0.2962962962962963,0.2962962962962963,0.0,2.0,m10_row_straight
0.0,0.0,0.0,0.13636363636363635,0.09574468085106383,0.23684210526315788,0.0,3.473684210526316,m11_caro_straight
0.0,0.0,0.0,0.1627906976744186,0.11290322580645161,0.2916666666666667,0.0,3.5833333333333335,m11_dona_straight
0.0,0.0,0.0,0.25,0.2,0.3333333333333333,0.0,2.6666666666666665,m11_row_straight
0.0,0.0,0.0,0.13414634146341461,0.0873015873015873,0.2894736842105263,0.0,4.315789473684211,m1_caro_straight
0.0,0.0,0.0,0.17204301075268816,0.11594202898550725,0.3333333333333333,0.0,3.875,m1_dona_straight
0.0,0.0,0.0,0.24324324324324323,0.19148936170212766,0.3333333333333333,0.0,2.740740740740741,m1_row_straight
0.0,0.0,0.0,0.11023622047244093,0.07865168539325842,0.18421052631578946,0.0,3.3421052631578947,m2_caro_straight
0.0,0.0,0.0,0.1702127659574468,0.11428571428571428,0.3333333333333333,0.0,3.9166666666666665,m2_dona_straight
0.0,0.0,0.0,0.17777777777777776,0.12698412698412698,0.2962962962962963,0.0,3.3333333333333335,m2_row_straight
0.0,0.0,0.0,0.07874015748031496,0.056179775280898875,0.13157894736842105,0.0,3.3421052631578947,m3_caro_straight
0.0,0.0,0.0,0.11627906976744184,0.08064516129032258,0.20833333333333334,0.0,3.5833333333333335,m3_dona_straight
0.0,0.0,0.0,0.33333333333333337,0.28205128205128205,0.4074074074074074,0.0,2.4444444444444446,m3_row_straight
0.0,0.0,0.0,0.10714285714285714,0.08108108108108109,0.15789473684210525,0.0,2.9473684210526314,m4_caro_straight
0.0,0.0,0.0,0.1935483870967742,0.15789473684210525,0.25,0.0,2.5833333333333335,m4_dona_straight
0.0,0.0,0.0,0.2711864406779661,0.25,0.2962962962962963,0.0,2.185185185185185,m4_row_straight
0.0,0.0,0.0,0.1678321678321678,0.11428571428571428,0.3157894736842105,0.0,3.763157894736842,m5_caro_straight
0.0,0.0,0.0,0.21621621621621623,0.16,0.3333333333333333,0.0,3.0833333333333335,m5_dona_straight
0.0,0.0,0.0,0.3174603174603175,0.2777777777777778,0.37037037037037035,0.0,2.3333333333333335,m5_row_straight
0.0,0.0,0.0,0.186046511627907,0.13186813186813187,0.3157894736842105,0.0,3.3947368421052633,m6_caro_straight
0.0,0.0,0.0,0.22857142857142854,0.17391304347826086,0.3333333333333333,0.0,2.9166666666666665,m6_dona_straight
0.0,0.0,0.0,0.3157894736842105,0.24489795918367346,0.4444444444444444,0.0,2.814814814814815,m6_row_straight
0.0,0.0,0.0,0.1342281879194631,0.09009009009009009,0.2631578947368421,0.0,3.9210526315789473,m7_caro_straight
0.0,0.0,0.0,0.1627906976744186,0.11290322580645161,0.2916666666666667,0.0,3.5833333333333335,m7_dona_straight
0.0,0.0,0.0,0.375,0.32432432432432434,0.4444444444444444,0.0,2.3703703703703702,m7_row_straight
0.0,0.0,0.0,0.08510638297872342,0.05825242718446602,0.15789473684210525,0.0,3.710526315789474,m8_caro_straight
0.0,0.0,0.0,0.19999999999999998,0.13636363636363635,0.375,0.0,3.75,m8_dona_straight
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3684210526315788,m9_caro_straight
0.0,0.0,0.0,0.10126582278481011,0.07272727272727272,0.16666666666666666,0.0,3.2916666666666665,m9_dona_straight
0.0,0.0,0.0,0.056338028169014086,0.045454545454545456,0.07407407407407407,0.0,2.6296296296296298,m9_row_straight
